1772301475,0.0000
1772301474,0.0072
1772301473,0.0000
1772301472,0.0000
1772301479,0.0000
1772301477,0.0000
1772301476,0.0017
1772301483,0.0000
1772301482,0.0000
1772301481,0.0000
1772301480,0.0017
1772301487,0.0000
1772301486,0.0000
1772301485,0.0979
1772301484,0.0000
1772301443,0.0000
1772301442,0.0000
1772301441,0.0000
1772301447,0.0000
1772301446,0.0000
1772301445,0.0000
1772301444,0.0000
1772301451,0.0000
1772301450,0.0000
1772301448,0.0000
1772301455,0.0000
1772301454,0.0000
1772301453,0.0000
1772301452,0.0000
1772301459,0.0000
1772301457,0.0000
1772301456,0.0000
1772301463,0.0000
1772301462,0.0000
1772301461,0.0000
1772301460,0.0000
1772301466,0.0000
1772301465,0.0000
1772301464,0.0000
1772301471,0.0018
1772301470,0.0000
1772301469,0.0000
1772301468,0.0000
1772301411,0.0216
1772301410,0.0261
1772301415,0.0172
1772301414,0.0258
1772301412,0.0062
1772301419,0.0000
1772301418,0.0000
1772301417,0.0000
1772301416,0.0000
1772301422,9.3283
1772301421,0.0026
1772301420,0.0000
1772301427,0.0000
1772301426,0.0000
1772301425,0.0000
1772301424,0.1209
1772301431,0.0000
1772301430,0.0000
1772301429,0.0000
1772301428,0.0000
1772301435,0.0000
1772301434,0.0000
1772301433,10.7330
1772301439,0.0000
1772301438,0.0000
1772301437,0.0000
1772301436,0.0000
